"id","title","component","owner","priority","status","reason","lab","org_unit","program","customer_contact","updated_by","submitted_date","closed_date","acknowledged_date","eta","eta_request","category","cell_id"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508937145"",""1508937145"")","[SYSTEM DEBUG][TGL] Cell 1 Down 70500519 (DRAGON_R_UNDEFINED_DR08_PPVISAON_YAKKO_WSZ_B6400056),STHI010/PG12 MPE Lab/1","lab.PPV.Cell","imohdn1x","2-high","complete",,"PG12 MPE Lab","MPE Labs","TGL","imohdn1x","mbi967x","=TEXT(""2021-03-12 15:31:13.370"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-16 13:48:48.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 15:32:16.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-14 15:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012899083"",""16012899083"")","[REMOTE SUPPORT][WW11.5] [JSL+]  Work Instruction for Remote Debug (BA PDE) : MIR#987680 [REMOTE SUPPORT][WW11.5] [JSL+]  Work Instruction for Remote Debug (BA PDE) : MIR# 985453  - JSL: Manually place units,STHI008/PG12 MPE Lab/10  - JSL: Manually place units,STHI008/PG12 MPE Lab/9","lab.PPV.Cell","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","ssinhama","nkasimx","=TEXT(""2021-03-12 15:02:28.360"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 14:14:10.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 15:38:40.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-26 15:40:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","9"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012898243"",""16012898243"")","[REMOTE SUPPORT][WW09.4] [JSL+]- AudioPlayback, SolarTHe units,  Work Instruction for Remote Debug (BA PDE) : MIR # 987451: IPU,STHI008/PG12 MPE Lab/10","lab.PPV.Cell","nkasimx","2-high","complete",,"PG12 MPE Lab","MPE.MST.PPV","JSL","mpillai","bint180x","=TEXT(""2021-03-12 11:51:42.630"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-15 13:50:38.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 12:26:28.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-26 12:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","10"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508936190"",""1508936190"")","[CONVERSION] APPV #14 Fusion uprev  + DC3 conversion","lab.PPV.Conversion","mjaafa1x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","ICX-D","wooimin","mbi967x","=TEXT(""2021-03-12 11:14:23.500"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-14 16:19:28.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 11:27:14.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-15 12:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1508935874"",""1508935874"")","[SYSTEM DEBUG][TGL] Cell 6 Down 74962911,STHI010/PG12 MPE Lab/6,WINDOWS_CONCURRENCY_FAILED_CPU_CONC_TCSS_PORT0_12_3DMSD_FAILED_TCSS_PORT0_TBT_PCIE_NVM","lab.PPV.Cell","imohdn1x","2-high","complete",,"PG12 MPE Lab","MPE Labs","TGL","imohdn1x","mbi967x","=TEXT(""2021-03-12 10:21:37.693"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 17:06:34.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 11:12:17.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-14 11:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","6"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508935610"",""1508935610"")","[SYSTEM DEBUG][APPV08]- Maintenance for Cell5 ,STHI008/PG12 MPE Lab/5","lab.PPV.Cell","nkasimx","2-high","complete","released","PG12 MPE Lab","External.IOTG","EHL","hueysial","mbi967x","=TEXT(""2021-03-12 09:31:33.687"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 12:14:08.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 09:42:13.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-14 10:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","5"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508935535"",""1508935535"")","[SYSTEM DEBUG][WW11.5D][ADL S601 - APPV#03] Help needed to record down Serial Number for AC Pan","lab.PPV.Remote Support","mbabdazx","2-high","complete","released","PG12 MPE Lab","MPE Labs","ADL","eddyfaza","mbi967x","=TEXT(""2021-03-12 09:13:47.770"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 18:50:06.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 09:24:40.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-14 09:13:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1508934639"",""1508934639"")","[SYSTEM DEBUG][APV07]-Cell 10 down due to tcu unable to deactuate ,STHI007/PG12 MPE Lab/10","lab.PPV.Cell","nkasimx","2-high","complete","released","PG12 MPE Lab","MPE Labs","DG2",,"mbi967x","=TEXT(""2021-03-11 18:33:48.120"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 02:44:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 18:35:23.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 18:40:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","10"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012896043"",""16012896043"")","[REMOTE SUPPORT][LKF] [PPV] Place units in PG setup.,STHI013/PG12 MPE Lab/7","lab.PPV.Cell","binm175x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","LKF","pbsingh","mbabdazx","=TEXT(""2021-03-11 17:43:13.200"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-24 08:42:44.000"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-03-25 23:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","7"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508934385"",""1508934385"")","[Remote Support] [APPV09] [WW11.4] Help to Continue Run looping for Badbin","lab.PPV.Loops","binm175x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"binm175x","=TEXT(""2021-03-11 17:19:00.270"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 05:09:09.000"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-03-25 23:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16012891498"",""16012891498"")","[REMOTE SUPPORT][WW11.4] [JSL+]  Work Instruction for Remote Debug (BA PDE) : MIR# 985453  - JSL: Manually place units,STHI008/PG12 MPE Lab/10","lab.PPV.Cell","binm186x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","ssinhama","binm186x","=TEXT(""2021-03-11 14:14:03.487"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 23:17:38.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 14:37:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-25 14:40:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","10"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012890386"",""16012890386"")","[CONVERSION] [PPV][ADLS_601_G0 ]Help required to convert  PG12TPPV0003 APSE PC – Cell 3 to benchtop","lab.PPV.Bench tops","mbabdazx","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","ADL","msrikan6","mbi967x","=TEXT(""2021-03-11 12:46:34.650"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 18:55:55.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 12:49:54.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 12:46:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1508932156"",""1508932156"")","[SYSTEM DEBUG]-Clean and CRES APPV09, Cell 09,STHI009/PG12 MPE Lab/9","lab.PPV.Cell","binm186x","2-high","complete","released","PG12 MPE Lab","MPE.MST.CMV","SNR",,"mbi967x","=TEXT(""2021-03-11 10:40:06.507"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 05:56:53.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 12:51:53.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 10:40:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","9"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012889767"",""16012889767"")","[REMOTE SUPPORT][WW11.4][GLK][APPV#13B]  -> Need OPS support to collect MIR # 985153 and place units in APPV13B","lab.PPV.Cell","mbabdazx","2-high","complete","released","PG12 MPE Lab","MPE Labs","GLK","bisweswx","nkasimx","=TEXT(""2021-03-11 10:28:36.807"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-18 14:53:58.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 10:32:19.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-24 10:28:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","3"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508930445"",""1508930445"")","[SYSTEM DEBUG]#Cell 4 due to failure to turn ON air,[SYSTEM DEBUG] [GLK] Debug on GLK,STHI013/PG12 MPE Lab/4","lab.PPV.Cell","sbin129x","3-medium","complete","released","PG12 MPE Lab","MPE.PGM.PPV","GLK","sbin129x","mbi967x","=TEXT(""2021-03-10 17:17:08.407"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-15 18:18:49.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 17:17:45.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-14 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","4"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508930311"",""1508930311"")","[REMOTE SUPPORT] [APPV09] [WW11.3] Help to Continue Run Looping","lab.PPV.Loops","sbin129x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"mbin289x","=TEXT(""2021-03-10 16:47:22.940"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 03:15:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 17:02:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16012878825"",""16012878825"")","[REMOTE SUPPORT][LKF] [PPV] Place units in PG setup.,STHI013/PG12 MPE Lab/7","lab.PPV.Cell","sbin129x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","LKF","pbsingh","mbabdazx","=TEXT(""2021-03-10 16:46:50.510"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-23 14:18:09.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 17:03:17.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","7"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012878815"",""16012878815"")","[REMOTE SUPPORT] [JSL] take master DUT image from Cell 3,[WW11.2][JSL][APPV#1]Clone the DUT image for Cell 1 ,STHI001/PG12 MPE Lab/1","lab.PPV.Cell","sbin129x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","JSL","prabhudu","awatifbx","=TEXT(""2021-03-10 16:44:36.320"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 20:10:45.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 16:57:30.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012874846"",""16012874846"")","[REMOTE SUPPORT][WW11.3[GLK][APPV#13B]  -> Need OPS support to collect MIR # 983254 &MIR#983897 and  place units in APPV13B,STHI010/PG12 MPE Lab/5","lab.PPV.Cell","sbin129x","2-high","complete","released","PG12 MPE Lab","MPE Labs","GLK","rgirijax","mbabdazx","=TEXT(""2021-03-10 14:18:50.987"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-23 12:10:44.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 14:51:30.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-23 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","5"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508929211"",""1508929211"")","[REMOTE SUPPORT] [WW11.3][EBG][APPV37] Need help to reseat CPU,STHI035/PG12 MPE Lab/8","lab.PPV.Cell","sbin129x","3-medium","complete",,"PG12 MPE Lab","MPE Labs","EBG","nurzulfa","sbin129x","=TEXT(""2021-03-10 14:00:50.527"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 15:57:13.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 14:45:48.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","8"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508927366"",""1508927366"")","[SYSTEM DEBUG] [WW11.3D][ADL S601 - APPV#03] New tool setup & cell bring up","lab.PPV.System Debug","sbin129x","3-medium","complete","released","PG12 MPE Lab","MPE Labs","ADL","eddyfaza","mbi967x","=TEXT(""2021-03-10 09:58:32.450"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-14 15:45:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 10:09:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16012869288"",""16012869288"")","[REMOTE SUPPORT][WW11.2][GLK][APPV#13B]  -> Need OPS support to collect MIR # 981698 place units in APPV13B","lab.PPV.Cell","mbin289x","2-high","complete","released","PG12 MPE Lab","MPE Labs","GLK","bisweswx","nkasimx","=TEXT(""2021-03-09 20:12:48.153"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-18 14:50:07.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 20:18:36.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 13:18:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","3"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508925261"",""1508925261"")","[REMOTE SUPPORT] [APPV09] [WW11.2] Help to continue Run looping","lab.PPV.TP looping","bint180x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"sbin129x","=TEXT(""2021-03-09 17:37:25.663"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 09:36:10.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 18:03:43.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16012866319"",""16012866319"")","[REMOTE SUPPORT][JSL+]  Work Instruction for Screening of ACER Failed Unit with 9.5 IFWI(BA PDE) : MIR# 981309,STHI001/PG12 MPE Lab/10,STHI001/PG12 MPE Lab/11,STHI001/PG12 MPE Lab/12,STHI001/PG12 MPE Lab/9","lab.PPV.Cell","sbin129x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","amansing","kalbas1x","=TEXT(""2021-03-09 16:43:20.573"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 23:40:02.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 16:55:34.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-23 14:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","12"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508924368"",""1508924368"")","[REMOTE SUPPORT]pick up item from delivery truck","lab.PPV.Ramp up","bint180x","3-medium","complete","released","PG12 MPE Lab","MPE Labs","ICX-D","cyit","nkasimx","=TEXT(""2021-03-09 15:11:58.783"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 15:00:38.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 15:35:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 15:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16012863508"",""16012863508"")","[REMOTE SUPPORT][WW11.2][LKF][APPV#13]Need details of LKF Boards(FAB-A or FAB-B) & location(Connected to Cell /Inventory),STHI013/PG12 MPE Lab/13","lab.PPV.Cell","sbin129x","2-high","complete","released","PG12 MPE Lab","MPE.PGM.PPV","LKF","prabhudu","nkasimx","=TEXT(""2021-03-09 14:29:50.457"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 09:18:53.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 14:40:15.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-22 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","13"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012863438"",""16012863438"")","[REMOTE SUPPORT][JSL+]  Work Instruction for Remote RV on WW08 DPM (BA PDE) : MIR# 981032 and MIR# 981033,STHI001/PG12 MPE Lab/10,STHI001/PG12 MPE Lab/11,STHI001/PG12 MPE Lab/12,STHI001/PG12 MPE Lab/9","lab.PPV.Cell","bint180x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","JSL","amansing","mjaafa1x","=TEXT(""2021-03-09 14:15:48.333"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 14:56:50.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 14:22:22.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-23 14:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","12"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012863318"",""16012863318"")","[REMOTE SUPPORT][WW11.2[GLK][APPV#13B]  -> Need OPS support to collect MIR # 981035 place units in APPV13B,STHI010/PG12 MPE Lab/5","lab.PPV.Cell","bint180x","2-high","complete","released","PG12 MPE Lab","MPE Labs","GLK","rgirijax","binm175x","=TEXT(""2021-03-09 13:56:20.877"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-13 06:06:09.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 14:18:11.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-23 14:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","5"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508923546"",""1508923546"")","[REMOTE SUPPORT][EBG][x36] IFP_GoodUnits_2u","lab.PPV.Loops","sbin129x","3-medium","complete","released","PG12 MPE Lab","MPE.MST.PPV","EBG","siyeeho","bint180x","=TEXT(""2021-03-09 13:14:02.110"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-15 17:33:15.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 13:22:36.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-02-28 10:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1508922392"",""1508922392"")","[REMOTE SUPPORT][EBG] B0 QXRG QXRF 2u","lab.PPV.Loops","bint180x","3-medium","complete",,"PG12 MPE Lab","MPE.MST.PPV","EBG","siyeeho","bint180x","=TEXT(""2021-03-09 10:32:39.547"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 11:34:28.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 11:31:06.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-12 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/1508921390"",""1508921390"")","[SYSTEM DEBUG][MPE][PPV][ICXD] Down Cell 2 @ APPV14,STHI014/PG12 MPE Lab/2","lab.PPV.Cell","awatifbx","2-high","complete","released","PG12 MPE Lab","MPE Labs","ICX-D","wooimin","mbi967x","=TEXT(""2021-03-09 00:44:26.920"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 11:29:20.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 00:52:56.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-11 23:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","2"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012857184"",""16012857184"")","[REMOTE SUPPORT][WW09.4] [JSL+]  Work Instruction for Remote Debug (BA PDE) : MIR # 979742: Pcode MCA THe units,STHI008/PG12 MPE Lab/8","lab.PPV.Cell","sbin129x","2-high","complete",,"PG12 MPE Lab","MPE.MST.PPV","JSL","mpillai","sbin129x","=TEXT(""2021-03-08 23:53:10.240"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 14:45:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 13:11:39.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-22 18:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","8"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012855155"",""16012855155"")","[SYSTEM DEBUG][WW11.1][GLK][APPV#13B]  cell5: Throwing WINDOWS_FAILED_CHECK_COM_DRIVER during TP run on good unit","lab.PPV.Cell","kalbas1x","2-high","complete","released","PG12 MPE Lab","MPE Labs","GLK","arjunrx","mbi967x","=TEXT(""2021-03-08 20:02:14.360"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 06:57:16.000"", ""yyyy-mm-dd h:mm:ss"")",,"=TEXT(""2021-03-10 20:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","1"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508920105"",""1508920105"")","[Remote Support] [APPV09] [WW11.1] Help to Continue Run Looping","lab.PPV.Loops","mbin289x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"mbin289x","=TEXT(""2021-03-08 17:07:47.780"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 03:49:07.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 17:41:49.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 17:15:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
"=HYPERLINK(""https://hsdes.intel.com/resource/16012850932"",""16012850932"")","[REMOTE SUPPORT] [JSL+]  Work Instruction for Remote Debug (BA PDE) : MIR# 978951  (Site: PNG)  For Checking Boot Failure issue,STHI001/PG12 MPE Lab/10","lab.PPV.Cell","sbin129x","2-high","complete",,"PG12 MPE Lab","MPE.MST.PPV","5G","amansing","bint180x","=TEXT(""2021-03-08 15:35:22.863"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 18:14:03.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 15:36:52.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-21 16:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","10"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508918401"",""1508918401"")","[Remote Support] [APPV09] Help to Clean Socket  for Cell 5 and 6 and change unit","lab.PPV.Cell","mbinm71x","2-high","complete","released","PG12 MPE Lab","MPE Labs","SNR",,"mbinm71x","=TEXT(""2021-03-08 13:32:57.210"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 14:26:04.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 13:56:12.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","5"
"=HYPERLINK(""https://hsdes.intel.com/resource/16012848908"",""16012848908"")","[REMOTE SUPPORT][WW11.1[GLK][APPV#13B]  -> Need OPS support to collect MIR # 978796 place units in APPV13B,STHI010/PG12 MPE Lab/5","lab.PPV.Cell","mbinm71x","2-high","complete",,"PG12 MPE Lab","MPE Labs","GLK","rgirijax","sbin129x","=TEXT(""2021-03-08 13:02:58.667"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 14:44:46.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 13:45:37.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-22 00:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","5"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508917718"",""1508917718"")","[SYSTEM DEBUG]APPV09 CRES check and validate with TP, Cell11 Fail Boot - socket cleaning,STHI009/PG12 MPE Lab/11","lab.PPV.Cell","bint180x","2-high","complete","released","PG12 MPE Lab","MPE.MST.PPV","SNR",,"mbi967x","=TEXT(""2021-03-08 12:04:06.940"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-09 13:15:17.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 12:10:26.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 12:30:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV","11"
"=HYPERLINK(""https://hsdes.intel.com/resource/1508916329"",""1508916329"")","[REMOTE SUPPORT] [APPV09] [WW11.0] Help to Clean Socket and Continue Run Looping","lab.PPV.Loops","kalbas1x","2-high","complete",,"PG12 MPE Lab","MPE Labs","SNR",,"bint180x","=TEXT(""2021-03-07 21:01:00.670"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-08 07:37:12.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-07 21:10:35.000"", ""yyyy-mm-dd h:mm:ss"")","=TEXT(""2021-03-10 21:00:00.000"", ""yyyy-mm-dd h:mm:ss"")",,"PPV",
